word phonetic
raisin ['reizn]
raising ['reiziŋ]
rake [reik]
rally ['ræli]
rallying [ˈræliɪŋ]
ram [ræm]
Ramadan [,ræmә'dɑ:n]
ramble ['ræmbl]
rambling ['ræmbliŋ]
ramification [.ræmifi'keiʃәn]
ramp [ræmp]
rampage ['ræmpeidʒ]
rampant ['ræmpәnt]
ramshackle ['ræmʃækl]
ranch "[ræntʃ. rɑ:ntʃ]"
rancher ['ræntʃә]
ranching [ˈrɑ:ntʃɪŋ]
rancid ['rænsid]
random ['rændәm]
range ['reindʒ]
ranger ['reinʒә]
rank [ræŋk]
ranking ['ræŋkiŋ]
ransack ['rænsæk]
ransom ['rænsәm]
rant [rænt]
rap [ræp]
rape [reip]
rapid ['ræpid]
rapidly ['ræpidli]
rapist ['reipist]
rapper ['ræpә]
rapport [ræ'pɒ:]
rapprochement [ræ'prɔʃmә:ŋ]
rapt [ræpt]
raptor ['ræptә(r)]
rapture ['ræptʃә]
rare [rєә]
rarely ['rєәli]
rarity ['rєәrәti]
rash [ræʃ]
raspberry ['ræzbәri]
rat [ræt]
rate [reit]
rater ['reitә]
rather ['ræðә]
ratification [.rætifi'keiʃәn]
ratify ['rætifai]
rating ['reitiŋ]
ratio ['reiʃәu]
ration ['ræʃәn]
rational ['ræʃәnl]
rationale [.ræʃә'nɑ:li]
rationality [.ræʃә'næliti]
rationalization [,ræʃәnәlai'zeiʃәn]
rationalize ['ræʃәnәlaiz]
rationing ['ræʃәniŋ]
rattle ['rætl]
rattlesnake ['rætlsneik]
raucous ['rɒ:kәs]
ravage ['rævidʒ]
rave [reiv]
raven ['reivn]
ravine [rә'vi:n]
ravioli [rɑvi'әjli]
raw [rɒ:]
ray [rei]
raze [reiz]
razor ['reizә]
RBI [,ɑ:bi:'ai,'ribi]
re [ri:]
re-create [.ri:kri'eit]
re-elect ['ri:i'lekt]
re-emerge "[reɪ iˈmə:dʒ]"
re-enact ['ri:i'nækt]
re-enactment "[reɪ enˈæktmənt]"
re-enter [ri:ˈentə]
re-entry [ri:ˈentrɪ]
re-evaluate [ˈri:ɪˈvæljʊeɪt]
re-examine [ˌri:ɪgˈzæmɪn]
reach [ri:tʃ]
react [ri'ækt]
reaction [ri'ækʃәn]
reactionary [ri'ækʃәnәri]
reactive [ri'æktiv]
reactor [ri'æktә]
read [ri:d]
readable ['ri:dәbl]
reader ['ri:dә]
readership ['ri:dәʃip]
readily ['redili]
readiness ['redinis]
reading ['ri:diŋ]
readjust [.ri:ә'dʒʌst]
ready ['redi]
reaffirm [.ri:ә'fә:m]
real ['riәl]
real-life ['riәl'laif,'ri:l-]
realignment [,ri:ә'lainmәnt]
realism ['riәlizm]
realist ['riәlist]
realistic [riә'listik]
realistically [riә'listikli]
reality [ri'æliti]
realization [.riәlai'zeiʃәn]
realize ['riәlaiz]
really ['riәli]
realm [relm]
realtor ['riәltә]
ream [ri:m]
reap [ri:p]
reappear [.ri:ә'piә]
rear [riә]
rearrange [.ri:ә'reindʒ]
rearview ['riәvju:]
reason ['ri:zn]
reasonable ['ri:znәbl]
reasonably ['ri:znәbli]
reasoned ['ri:z(ә)nd]
reasoning ['ri:zniŋ]
reassemble [.ri:ә'sembl]
reassert [.ri:ә'sә:t]
reassess [.ri:ә'ses]
reassign [.ri:ә'sain]
reassurance [.ri:ә'ʃurәns]
reassure [.ri:ә'ʃuә]
reassuring [.ri:ә'ʃuriŋ]
rebate [ri'beit]
rebel ['rebl]
rebellion [ri'beljәn]
rebellious [ri'beljәs]
rebirth [.ri:'bә:θ]
reborn [.ri:'bɒ:n]
rebound [ri'baund]
rebuff [ri'bʌf]
rebuild [ri'bild]
rebuke [ri'bju:k]
rebut [ri'bʌt]
rebuttal [ri'bʌtәl]
recalcitrant [ri'kælsitrәnt]
recall [ri'kɒ:l]
recapture [.ri:'kæptʃә]
recast [.ri:'kɑ:st]
recede [ri'si:d]
receipt [ri'si:t]
receive [ri'si:v]
received [ri'si:vd]
receiver [ri'si:vә]
receiving [ri'si:viŋ]
recent ['ri:snt]
recently ['ri:sntli]
receptacle [ri'septәkl]
reception [ri'sepʃәn]
receptionist [ri'sepʃәnist]
receptive [ri'septiv]
receptor [ri'septә]
recess [ri'ses]
recession [ri'seʃәn]
recharge [ri:'tʃɑ:dʒ]
recipe ['resipi]
recipient [ri'sipiәnt]
reciprocal [ri'siprәkl]
reciprocate [ri'siprәkeit]
reciprocity [.resi'prɒsiti]
recital [ri'saitl]
recitation [.resi'teiʃәn]
recite [ri'sait]
reckless ['reklis]
reckon ['rekәn]
reckoning ['rekәniŋ]
reclaim [ri'kleim]
recline [ri'klain]
recliner [ri'klainә]
reclusive [ri'klu:siv]
recognition [.rekәg'niʃәn]
recognizable ['rekәgnaizәbl]
recognize ['rekәgnaiz]
recoil [ri'kɒil]
recollect [.rekә'lekt]
recollection [.rekә'lekʃәn]
recommend [.rekә'mend]
recommendation [.rekәmen'deiʃәn]
reconcile ['rekәnsail]
reconciliation [,rekәnsili'eiʃәn]
reconfigure "[.ri:kәn'fiɡә. -ɡjuә]"
reconnaissance [ri'kɒnisәns]
reconnect [.ri:kә'nekt]
reconsider [.ri:kәn'sidә]
reconstitute [.ri:'kɒnstitju:t]
reconstruct [.ri:kәns'trʌkt]
reconstruction [.ri:kәn'strʌkʃәn]
reconstructive [.ri:kәn'strʌktiv]
record [ri'kɒ:d]
recorder [ri'kɒ:dә]
recording [ri'kɒ:diŋ]
recount [ri'kaunt]
recoup [ri'ku:p]
recourse [ri'kɒ:s]
recover [ri'kʌvә]
recovery [ri'kʌvәri]
recreation [.rekri'eiʃәn]
recreational [.rekri'eiʃәnәl]
recrimination [ri.krimi'neiʃәn]
recruit [ri'kru:t]
recruiter [ri'kru:tә]
recruiting [riˈkru:tɪŋ]
recruitment [ri'kru:tmәnt]
rectangle ['rektæŋgl]
rectangular [rek'tæŋgjulә]
rectify ['rektifai]
recuperate [ri'kju:pәreit]
recur [ri'kә:]
recurrence [ri'kʌrәns]
recurrent [ri'kʌrәnt]
recyclable [ˌri:ˈsaɪkləbl]
recycle [.ri:'saikl]
recycled [ˌri:ˈsaikld]
red [red]
red-haired ['red'hεəd]
redden ['redn]
reddish ['rediʃ]
redeem [ri'di:m]
redefine [.ri:di'fain]
redefinition [.ri:defi'niʃәn]
redemption [ri'dempʃәn]
redesign [,ri:di'zain]
redhead ['redhed]
redirect [.ri:di'rekt]
rediscover [.ri:dis'kʌvә]
redistribute [.ri:di'stribjut]
redistribution ['ri:distri'bju:ʃәn]
redneck ['rednek]
redness ['rednis]
redraw [.ri:'drɒ:]
redress [ri'dres]
redshift ['redʃɪft]
reduce [ri'dju:s]
reduced [ri'dju:st]
reduction [ri'dʌkʃәn]
redundancy [ri'dʌndәnsi]
redundant [ri'dʌndәnt]
redwood ['redwud]
reed [ri:d]
reef [ri:f]
reek [ri:k]
reel [ri:l]
ref [ref]
refer [ri'fә:]
referee [.refә'ri:]
reference ['refәrәns]
referendum [.refә'rendәm]
referent ['refәrәnt]
referral [ri'fә:rәl]
refill [ri:'fil]
refinance [.ri:fai'næns]
refine [ri'fain]
refined [ri'faind]
refinement [ri'fainmәnt]
refinery [ri'fainәri]
reflect [ri'flekt]
reflected [ri'flektid]
reflection [ri'flekʃәn]
reflective [ri'flektiv]
reflector [ri'flektә]
reflex ['ri:fleks]
reform [ri'fɒ:m]
reformed [ri'fɒ:md]
reformer [ri'fɒ:mә]
reforming [ri'fɔ:miŋ]
reformist [ri'fɒ:mist]
refractor [ri'fræktә]
refrain [ri'frein]
refresh [ri'freʃ]
refreshing [ri'freʃiŋ]
refreshment [ri'freʃmәnt]
refrigerate [ri'fridʒәreit]
refrigerated [rɪf'rɪdʒəreɪtɪd]
refrigeration [ri.fridʒә'reiʃәn]
refrigerator [ri'fridʒәreitә]
refuel [ri:'fju:әl]
refuge ['refju:dʒ]
refugee [.refju'dʒi:]
refund ['ri:fʌnd]
refurbish [.ri:'fә:biʃ]
refusal [ri'fju:zl]
refuse [ri'fju:z]
refute "[ri'fju:t. ri:-]"
regain [ri'gein]
regal ['ri:gl]
regalia [ri'geiljә]
regard [ri'gɑ:d]
regarding [ri'gɑ:diŋ]
regardless [ri'gɑ:dlis]
regenerate [ri'dʒenәreit]
regeneration [ri.dʒenә'reiʃәn]
regent ['ri:dʒәnt]
reggae ['re,^ei]
regime [rei'ʒi:m]
regimen ['redʒimen]
regiment ['redʒimәnt]
region ['ri:dʒәn]
regional ['ri:dʒәnәl]
regionally ['ri:dʒәnәli]
register ['redʒistә]
registered ['redʒistәd]
registrar ['redʒistrɑ:]
registration [.redʒi'streiʃәn]
registry ['redʒistri]
regress ['ri:^res]
regression [ri'greʃәn]
regressive [ri'gresiv]
regret [ri'gret]
regrettable [ri'gretәbl]
regrettably [ri'^retәbli]
regroup ['ri:'^ru:p]
regular ['regjulә]
regularity [.regju'læriti]
regularly ['regjulәli]
regulate ['regjuleit]
regulation [.regju'leiʃәn]
regulator ['regjuleitә]
regulatory ['regjulәtәri]
rehab ['ri:hæb]
rehabilitate [.ri:hә'biliteit]
rehabilitation ['ri:(h)ә,bili'teiʃәn]
rehearsal [ri'hә:sl]
rehearse [ri'hә:s]
reheat [ri:'hi:t]
reign [rein]
reigning ['reiniŋ]
reimburse [.ri:im'bә:s]
reimbursement [.ri:im'bә:smәnt]
rein [rein]
reincarnation [.ri:inkɑ:'neiʃәn]
reindeer ['rein.diә]
reinforce [.ri:in'fɒ:s]
reinforcement [.ri:in'fɒ:smәnt]
reinstate [.ri:in'steit]
reintroduce [ri:intrә'dju:s]
reinvent [.ri:in'vent]
reinvention [ri:ɪn'venʃn]
reinvigorate [.ri:in'vigәreit]
reiterate [ri:'itәreit]
reject [ri'dʒekt]
rejected [riˈdʒektid]
rejection [ri'dʒekʃәn]
rejoice [ri'dʒɒis]
rejoin [ri'dʒɒin]
rejuvenate [ri'dʒu:vineit]
rekindle [.ri:'kindl]
relapse [ri'læps]
relate [ri'leit]
related [ri'leitid]
relation [ri'leiʃәn]
relational [ri'leiʃәnәl]
relationship [ri'leiʃәnʃip]
relative ['relәtiv]
relatively ['relәtivli]
relativism ['relәtivizm]
relativity [.relә'tiviti]
relax [ri'læks]
relaxation [.ri:læk'seiʃәn]
relaxed [ri'lækst]
relay ['ri:lei]
release [ri'li:s]
relegate ['religeit]
relent [ri'lent]
relentless [ri'lentlis]
relevance ['relivәns]
relevant ['relivәnt]
reliability [ri.laiә'biliti]
reliable [ri'laiәbl]
reliably [ri'laiәbli]
reliance [ri'laiәns]
reliant [ri'laiәnt]
relic ['relik]
relief [ri'li:f]
relieve [ri'li:v]
relieved [ri'li:vd]
reliever [ri'li:vә]
religion [ri'lidʒәn]
religiosity [ri.lidʒi'ɒsiti]
religious [ri'lidʒәs]
relinquish [ri'liŋkwiʃ]
relish ['reliʃ]
relive [ri:'liv]
reload [ri:'lәud]
relocate [ri:'lәukeit]
relocation [.ri:lәu'keiʃәn]
reluctance [ri'lʌktәns]
reluctant [ri'lʌktәnt]
reluctantly [rɪ'lʌktəntlɪ]
rely [ri'lai]
remain [ri'mein]
remainder [ri'meindә]
remains [ri'meins]
remake [ri'meik]
remark [ri'mɑ:k]
remarkable [ri'mɑ:kәbl]
remarkably [ri'mɑ:kәbli]
remarry [.ri:'mæri]
rematch ['ri:'mætʃ]
remedial [ri'mi:diәl]
remediation [,ri,midi'eiʃәn]
remedy ['remidi]
remember [ri'membә]
remembrance [ri'membrәns]
remind [ri'maind]
reminder [ri'maindә]
reminisce [.remi'nis]
reminiscence [.remi'nisns]
reminiscent [.remi'nisnt]
remission [ri'miʃәn]
remittance [ri'mitns]
remnant ['remnәnt]
remodel [ri:'mɒdl]
remorse [ri'mɒ:s]
remote [ri'mәut]
removable [ri'mu:vәbl]
removal [ri'mu:vl]
remove [ri'mu:v]
renaissance [ri'neisәns]
renal ['ri:nl]
rename [.ri:'neim]
render ['rendә]
rendering ['rendәriŋ]
rendezvous ['rɒndivu:]
rendition [ren'diʃәn]
renegade ['renigeid]
renege [ri'ni:g]
renegotiate [.ri:ni'gәuʃieit]
renew [ri'nju:]
renewable [ri'nju(:)әbl]
renewal [ri'nju:әl]
renewed [ri'nju:d]
renounce [ri'nauns]
renovate ['renәuveit]
renovated [ˈrenəveitid]
renovation [.renәu'veiʃәn]
renown [ri'naun]
renowned [ri'naund]
rent [rent]
rental ['rentl]
renter ['rentә]
reopen [.ri:'әupәn]
reorganization ['ri:,ɔ:^әnai'zeiʃәn]
reorganize [.ri:'ɒ:gәnaiz]
rep [rep]
repaint [ri:'peint]
repair [ri'pєә]
reparation [.repә'reiʃәn]
repatriation [.ri:pætri'eiʃәn]
repay [ri'pei]
repayment [ri'peimәnt]
repeal [ri'pi:l]
repeat [ri'pi:t]
repeated [ri'pi:tid]
repeatedly [ri'pi:tidli]
repeating [ri'pi:tiŋ]
repel [ri'pel]
repellent [ri'pelәnt]
repent [ri'pent]
repentance [ri'pentәns]
repercussion [.ri:pә'kʌʃәn]
repertoire ['repәtwɑ:]
repertory ['repәtәri]
repetition [.repi'tiʃәn]
repetitive [ri'petitiv]
replace [ri'pleis]
replacement [ri'pleismәnt]
replant [.ri:'plɑ:nt]
replay [.ri:'plei]
replenish [ri'pleniʃ]
replete [ri'pli:t]
replica ['replikә]
replicate ['replikeit]
replication [.repli'keiʃәn]
reply [ri'plai]
report [ri'pɒ:t]
reported [ri'pɔ:tid]
reportedly [ri'pɒ:tidli]
reporter [ri'pɒ:tә]
reporting [ri'pɒ:tiŋ]
repose [ri'pәuz]
reposition [.ripә'ziʃәn]
repository [ri'pɔzitәri]
reprehensible [.repri'hensәbl]
represent [.repri'zent]
representation [.reprizen'teiʃәn]
representational [.reprizen'teiʃәnl]
representative [.repri'zentәtiv]
repress [ri'pres]
repressed [ri'prest]
repression [ri'preʃәn]
repressive [ri'presiv]
reprieve [ri'pri:v]
reprimand ['reprimɑ:nd]
reprint ['ri:print]
reprisal [ri'praizl]
reproach [ri'prәutʃ]
reproduce [.ri:prә'dju:s]
reproduction [.ri:prә'dʌkʃәn]
reproductive [.ri:prә'dʌktiv]
reptile ['reptail]
republic [ri'pʌblik]
republican [ri'pʌblikәn]
repudiate [ri'pju:dieit]
repudiation [ri.pju:di'eiʃәn]
repugnant [ri'pʌgnәnt]
repulse [ri'pʌls]
repulsive [ri'pʌlsiv]
reputable ['repjutәbl]
reputation [.repju'teiʃәn]
repute [ri'pju:t]
request [ri'kwest]
require [ri'kwaiә]
required [ri'kwaiәd]
requirement [ri'kwaiәmәnt]
requisite ['rekwizit]
rerun [ri:'rʌn]
resale [ri:'seil]
reschedule [ri:ʃedju:l]
rescind [ri'sind]
rescue ['reskju:]
rescuer ['reskjuә]
research [ri'sә:tʃ]
researcher [ri:'sә:tʃә]
resell [ri:'sel]
resemblance [ri'zemblәns]
resemble [ri'zembl]
resent [ri'zent]
resentful [ri'zentful]
resentment [ri'zentmәnt]
reservation [.rezә'veiʃәn]
reserve [ri'zә:v]
reserved [ri'zә:vd]
reservist [ri'zә:vist]
reservoir ['rezәvwɑ:]
reset [.ri:'set]
resettle [ri:'setl]
reshape [ri:'ʃeip]
reside [ri'zaid]
residence ['rezidәns]
residency ['rezidәnsi]
resident ['rezidәnt]
residential [.rezi'denʃәl]
residual ['rezidju:l]
residuals [rɪ'zɪdʒʊəlz]
residue ['rezidju:]
resign [ri'zain]
resignation [.rezig'neiʃәn]
resigned [ri'zaind]
resilience [ri'ziliәns]
resilient [ri'ziliәnt]
resin ['rezin]
resist [ri'zist]
resistance [ri'zistәns]
resistant [ri'zistәnt]
resolute ['rezәlu:t]
resolution [.rezә'lu:ʃәn]
resolve [ri'zɒlv]
resonance ['rezәnәns]
resonant ['rezәnәnt]
resonate ['rezәneit]
resort [ri'zɒ:t]
resound [ri'zaund]
resounding [ri'zaundiŋ]
resource [ri'sɒ:s]
resourceful [ri'sɒ:sful]
respect [ri'spekt]
respectability [rispektә'bilәti]
respectable [ri'spektәbl]
respectful [ri'spektful]
respectfully [ri'spektfuli]
respecting [ri'spektiŋ]
respective [ri'spektiv]
respectively [ri'spektivli]
respiration [.respә'reiʃәn]
respirator ['respәreitә]
respiratory [ri'spaiәrәtәri]
respite ['respait]
respond [ri'spɒnd]
respondent [ri'spɒndәnt]
responder [ri'spɔndә(r)]
response [ri'spɒns]
responsibility [ri.spɒnsә'biliti]
responsible [ri'spɒnsәbl]
responsive [ri'spɒnsiv]
rest [rest]
restart [.ri:'stɑ:t]
restate [.ri:'steit]
restaurant ['restәrɒŋ]
restaurateur [restәrә'tә(r)]
restitution [.resti'tju:ʃәn]
restless ['restlis]
restoration [.restә'reiʃәn]
restorative [ri'stɒrәtiv]
restore [ri'stɒ:]
restrain [ri'strein]
restrained [ri'streind]
restraining [ri'streiniŋ]
restraint [ri'streint]
restrict [ri'strikt]
restricted [ri'striktid]
restriction [ri'strikʃәn]
restrictive [ri'striktiv]
restroom ['restru:m]
restructure [ri:'strʌktʃә]
result [ri'zʌlt]
resultant [ri'zʌltәnt]
resulting [ri'zʌltiŋ]
resume [ri'zju:m]
resumption [ri'zʌmpʃәn]
resurface [ri:'sә:fis]
resurgence [ri'sә:dʒәns]
resurrect [.rezә'rekt]
resurrection [.rezә'rekʃәn]
resuscitate [ri'sʌsiteit]
retail ['ri:teil]
retailer ['ri:teilә]
retailing ['ri:teiliŋ]
retain [ri'tein]
retainer [ri'teinә]
retake [ri:'teik]
retaliate [ri'tælieit]
retaliation [ri.tæli'eiʃәn]
retard [ri'tɑ:d]
retardation [.ri:tɑ:'deiʃәn]
retarded [ri'tɑ:did]
retention [ri'tenʃәn]
rethink [ri:'θiŋk]
reticence ['retisns]
reticent ['retisnt]
retina ['retinә]
retire [ri'taiә]
retired [ri'taiәd]
retiree [ri.taiә'ri:]
retirement [ri'taiәmәnt]
retiring [ri'tairiŋ]
retool ['ri:'tu:l]
retort [ri'tɒ:t]
retrace [ri'treis]
retract [ri'trækt]
retrain [ri:'trein]
retreat [ri'tri:t]
retribution [.retri'bju:ʃәn]
retrieval [ri'tri:vl]
retrieve [ri'tri:v]
retriever [ri'tri:vә]
retro ['retrәu]
retroactive [.retrәu'æktiv]
retrofit ['retrә,fit]
retrospect ['retrәspekt]
retrospective [.retrә'spektiv]
return [ri'tә:n]
reunification [,ri:ju:nifi'keiʃәn,ri:,ju:-]
reunion [ri:'ju:njәn]
reunite [.ri:ju:'nait]
reusable [ri:'ju:zәbl]
reuse [ri:'ju:z]
rev [rev]
revamp [ri:'væmp]
revamped [ri:ˈvæmpt]
reveal [ri'vi:l]
revealing [ri'vi:liŋ]
revel ['revl]
revelation [.revi'leiʃәn]
reveler ['revlә]
revenge [ri'vendʒ]
revenue ['revinju:]
reverberate [ri'vә:bәreit]
revere [ri'viә]
revered [rɪ'vɪəd]
reverence ['revәrәns]
reverend ['revәrәnd]
reverie ['revәri]
reversal [ri'vә:sl]
reverse [ri'vә:s]
reversible [ri'vә:sәbl]
revert [ri'vә:t]
review [ri'vju:]
reviewer [ri'vju:ә(r)]
revise [ri'vaiz]
revision [ri'viʒәn]
revisionist [ri'viʒәnist]
revisit [ri:'vizit]
revitalization [ri:,vaitəlai'zeiʃən;-li'z-]
revitalize [.ri:'vaitәlaiz]
revival [ri'vaivl]
revive [ri'vaiv]
revoke [ri'vәuk]
revolt [ri'vәult]
revolution [.revә'lu:ʃәn]
revolutionary [.revә'lu:ʃәnәri]
revolutionize [.revә'lu:ʃәnaiz]
revolve [ri'vɒlv]
revolver [ri'vɒlvә]
revolving [ri'vɒlviŋ]
revulsion [ri'vʌlʃәn]
reward [ri'wɒ:d]
rewarding [ri'wɒ:diŋ]
rework [ri:'wә:k]
rewrite [ri:'rait]
rhetoric ['retәrik]
rhetorical [ri'tɒ:rikl]
rhetorically [rɪ'tɒrɪklɪ]
rheumatoid [ru:'mætɒid]
rhino ['rainәu]
rhododendron [.rәudә'dendrәn]
rhubarb ['ru:bɑ:b]
rhyme [raim]
rhythm ['riðәm]
rhythmic ['riðmik]
rib [rib]
ribbon ['ribәn]
rice [rais]
rich [ri:tʃ]
riches ['ritʃiz]
richly ['ritʃli]
richness ['ritʃnis]
rickety ['rikәti]
ricochet [.rikә'ʃei]
ricotta [rɪ'kɒtə]
rid [rid]
riddle ['ridl]
ride [raid]
rider ['raidә]
ridge [ridʒ]
ridicule ['ridikju:l]
ridiculous [ri'dikjulәs]
riding ['raidiŋ]
rife [raif]
riff [rif]
rifle ['raifl]
rift [rift]
rig [rig]
rigging ['rigiŋ]
right [rait]
right-wing ['raitwiŋ]
righteous ['raitʃәs]
righteousness ['raitʃәsnis]
rightful ['raitful]
rightly ['raitli]
rigid ['ridʒid]
rigidity [ri'dʒiditi]
rigor ['rigә]
rigorous ['rigәrәs]
rile [rail]
rim [rim]
rind [raind]
ring [riŋ]
ringer ['riŋә]
ringing ['riŋiŋ]
rink [riŋk]
rinse [rins]
rinsed [rinst]
riot ['raiәt]
rioting [ˈraɪətɪŋ]
rip [rip]
riparian [ri'pєәriәn]
ripe [raip]
ripen ['raipәn]
ripped [ript]
ripple ['ripl]
rippling ['ripliŋ]
rise [raiz]
riser ['raizә]
rising ['raiziŋ]
risk [risk]
risky ['riski]
risotto [ri'sɒtәu]
rite [rait]
ritual ['ritʃuәl]
rival ['raivl]
rivalry ['raivlri]
river ['rivә]
riverbank ['rivәbæŋk]
riverboat ['rivәbәjt]
rivet ['rivit]
riveting ['rivitiŋ]
roach [rәutʃ]
road [rәud]
roadblock ['rәudblɒk]
roadside ['rәudsaid]
roadway ['rәudwei]
roam [rәum]
roar [rɒ:]
roaring ['rɒ:riŋ]
roast [rәust]
roasting ['rәustiŋ]
rob [rɒb]
robber ['rɒbә]
robbery ['rɒbәri]
robe [rәub]
robin ['rɒbin]
robot ['rәubәt]
robotic [rәu'bɔtik]
robotics [rәu'bɔtiks]
robust [rәu'bʌst]
rock [rɒk]
rocker ['rɒkә]
rocket ['rɒkit]
rockfish ['rɒkfiʃ]
rocking ['rɒkiŋ]
rocky ['rɒki]
rod [rɒd]
rodent ['rәudәnt]
rodeo [rәu'deiәu]
rogue [rәug]
roil [rɒil]
role [rәul]
role-playing ['rəʊlpl'eɪɪŋ]
roll [rәul]
rolled [rәuld]
roller ['rәulә]
roller-coaster ['rəʊlərk'əʊstər]
rolling ['rәuliŋ]
rollover ['rәul,әuvә]
Roman ['rәumәn]
romance [rәu'mæns]
Romanian [ru:'meiniәn]
romantic [rәu'mæntik]
romantically [rәu'mæntikli]
romanticism [rәu'mæntisizm]
romanticize [rәu'mæntisaiz]
roof [ru:f]
roofing ['ru:fiŋ]
rooftop ['ru:ftɒp]
rookie ['ruki]
room [ru:m]
roomy ['ru:mi]
roost [ru:st]
rooster ['ru:stә]
root [ru:t]
rooted ['ru:tid]
rope [rәup]
rosary ['rәuzәri]
rose [rәuz]
rosemary ['rәuzmәri]
roster ['rɒstә]
rosy ['rәuzi]
rot [rɒt]
rotary ['rәutәri]
rotate ['rәuteit]
rotation [rәu'teiʃәn]
rote [rәut]
rotor ['rәutә]
rotten ['rɒtn]
rotting ['rɔtiŋ]
rough [rʌf]
roughly ['rʌfli]
roulette [ru:'let]
round [raund]
round-trip ['rajnd'trip]
rounded ['raundid]
roundup ['raundʌp]
rouse [rauz]
rousing ['rauziŋ]
rout [raut]
route [ru:t]
router "['ru:tә(r), 'raj-]"
routine [ru:'ti:n]
rove [rәuv]
rover ['rәuvә]
roving ['rәuviŋ]
row "[rәu. rau]"
rowdy ['raudi]
rowing ['rәuiŋ]
royal ['rɒiәl]
royalty ['rɒiәlti]
rub [rʌb]
rubber ['rʌbә]
rubbery ['rʌbәri]
rubbish ['rʌbiʃ]
rubble ['rʌbl]
rubric ['ru:brik]
ruby ['ru:bi]
rudder ['rʌdә]
ruddy ['rʌdi]
rude [ru:d]
rudely ['ru:dli]
rudimentary [ru:di'mentәri]
ruffle ['rʌfl]
rug [rʌg]
rugby ['rʌ^bi]
rugged ['rʌgid]
ruin [ruin]
ruined ['ruind]
rule [ru:l]
ruler ['ru:lә]
ruling ['ru:liŋ]
rum [rʌm]
rumble ['rʌmbl]
rumbling ['rʌmb(ә)liŋ]
rummage ['rʌmidʒ]
rumor ['ru:mә]
rump [rʌmp]
rumpled [ˈrʌmpəld]
run [rʌn]
runaway ['rʌnә.wei]
rung [rʌŋ]
runner ['rʌnә]
running ['rʌniŋ]
runny ['rʌni]
runoff ['rʌnɒf]
runway ['rʌnwei]
rupture ['rʌptʃә]
rural ['ruәrәl]
ruse [ru:z]
rush [rʌʃ]
rusher ['rʌʃə]
rushing ['rʌʃiŋ]
Russian ['rʌʃәn]
rust [rʌst]
rusted [rʌstid]
rustic ['rʌstik]
rustle ['rʌsl]
rusty ['rʌsti]
rut [rʌt]
ruthless ['ru:θlis]
ruthlessly ['ru:θləslɪ]
rye [rai]
sabbatical [sә'bætikl]
saber ['seibә]
sabotage ['sæbәtɑ:ʒ]
sack [sæk]
sacrament ['sækrәmәnt]
sacramental [sækrә'mentl]
sacred ['seikrid]
sacrifice ['sækrifais]
sacrificial [.sækri'fiʃәl]
sad [sæd]
sadden [sædn]
saddle ['sædl]
sadistic [sæ'distik]
sadly ['sædli]
sadness ['sædnis]
safari [sә'fɑ:ri]
safe [seif]
safeguard ['seifgɑ:d]
safely ['seifli]
safety ['seifti]
saffron ['sæfrәn]
sag [sæg]
saga ['sɑ:gә]
sage [seidʒ]
sagebrush ['seidʒbrʌʃ]
sagging ['sæ^iŋ]
said [sed]
sail [seil]
sailboat ['seilbәut]
sailing ['seiliŋ]
sailor ['seilә]
sake [seik]
salad ['sælәd]
salamander [.sælә'mændә]
salami [sә'lɑ:mi]
salaried ['sælәrid]
salary ['sælәri]
sale [seil]
salesman ['seilzmәn]
salespeople ['seilz,pi:pl]
salesperson ['seilzpә:sәn]
salience ['seiliәns]
salient ['seiliәnt]
saline ['seilain]
salinity [sә'liniti]
saliva [sә'laivә]
salmon ['sæmәn]
salmonella [.sælmә'nelә]
salon ['sælɔ:ŋ]
saloon [sә'lu:n]
salsa ['sɑ:lsә]
salt [sɒ:lt]
salted ['sɒ:ltid]
saltwater ['sɒ:ltwɒ:tә]
salty ['sɒ:lti]
salute [sә'lu:t]
Salvadoran [,sælvə'dɔ:rən]
salvage ['sælvidʒ]
salvation [sæl'veiʃә]
same [seim]
sameness ['seimnis]
sample ['sæmpl]
sampler ['sæmplә]
sampling ['sɑ:mpliŋ]
sanction ['sæŋkʃәn]
sanctity ['sæŋktiti]
sanctuary ['sæŋktʃuәri]
sand [sænd]
sandal ['sændl]
sandbag ['sændbæg]
sandbox ['sændbɒks]
Sandinista [,sa:ndi'ni:sta:]
sandpaper ['sændpeipә]
sandstone ['sændstәun]
sandwich ['sændwitʃ]
sandy ['sændi]
sane [sein]
sanguine ['sæŋgwin]
sanitary ['sænitәri]
sanitation [sæni'teiʃәn]
sanity ['sæniti]
sap [sæp]
sapling ['sæpliŋ]
sapphire ['sæfaiә]
sarcasm ['sɑ:kæzm]
sarcastic [sɑ:'kæstik]
sarcastically [sɑ:'kæstɪklɪ]
sardine [sɑ:'di:n]
sardonic [sɑ:'dɒnik]
sari ['sɑ:ri:]
sash [sæʃ]
sassy ['sæsi]
satchel ['sætʃәl]
satellite ['sætlait]
satin ['sætin]
satire ['sætaiә]
satirical [sә'tirik(ә)l]
satisfaction [.sætis'fækʃәn]
satisfactorily [.sætis'fæktәrili]
satisfactory [.sætis'fæktәri]
satisfied ['sætisfaiәd]
satisfy ['sætisfai]
satisfying ['sætisfaiiŋ]
saturate ['sætʃәreit]
saturated ['sætʃәreitid]
saturation [.sætʃә'reiʃәn]
sauce [sɒ:s]
saucepan ['sɒ:spәn]
